NAME,LNG,LAT,ADDRESS,ADDRESS2,CITY,STATE,Zipcode,Hospitals_near,TYPE,STATUS,NAICS_DESC,ALT_NAME,OWNER,TTL_STAFF,BEDS,TRAUMA
TRUMBULL MEMORIAL HOSPITAL,-80.79877825799997,41.23585592300002,1350 EAST MARKET STREET,NOT AVAILABLE,WARREN,OH,44482.0,19.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,346.0,III
TRINITY HOSPITAL TWIN CITY,-81.33668613199995,40.401621594000055,819 NORTH FIRST STREET,NOT AVAILABLE,DENNISON,OH,44621.0,3.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
SKYLINE HOSPITAL,-121.47053067599995,45.72237924400008,211 SKYLINE DR,NOT AVAILABLE,WHITE SALMON,WA,98672.0,2.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,KLICKITAT VALLEY HOSPITAL,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,25.0,LEVEL IV
KLICKITAT VALLEY HEALTH,-120.811106011,45.820180332000064,310 SOUTH ROOSEVELT,NOT AVAILABLE,GOLDENDALE,WA,98620.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,TOPPENISH COMMUNITY HOSPITAL,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,17.0,LEVEL IV
FORKS COMMUNITY HOSPITAL,-124.39258800099995,47.94620734400007,530 BOGACHIEL WAY,NOT AVAILABLE,FORKS,WA,98331.0,0.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,OLYMPIC MEDICAL CENTER,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,37.0,LEVEL IV
OTHELLO COMMUNITY HOSPITAL,-119.15526145700001,46.830408827000035,315 14TH AVE N,NOT AVAILABLE,OTHELLO,WA,99344.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,SAMARITAN HOSPITAL,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,49.0,LEVEL V
EAST ADAMS RURAL HOSPITAL,-118.37188655699995,47.12121882400003,903 S ADAMS ST,NOT AVAILABLE,RITZVILLE,WA,99169.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,ODESSA MEMORIAL HOSPITAL,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,8.0,LEVEL V
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,-121.52390863,45.70483196800007,810 12TH STREET,NOT AVAILABLE,HOOD RIVER,OR,97031.0,2.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,LEVEL III
CLEARWATER VALLEY HOSPITAL AND CLINICS,-116.25976949499994,46.48692915500003,301 CEDAR,NOT AVAILABLE,OROFINO,ID,83544.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,23.0,NOT AVAILABLE
IDAHO STATE HOSPITAL NORTH,-116.26038952699993,46.49175673100006,300 HOSPITAL DRIVE,NOT AVAILABLE,OROFINO,ID,83544.0,1.0,PSYCHIATRIC,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - STATE,-999.0,60.0,NOT AVAILABLE
GRITMAN MEDICAL CENTER,-117.00054734599995,46.72822645800005,700 SOUTH MAIN STREET,NOT AVAILABLE,MOSCOW,ID,83843.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
KOOTENAI MEDICAL CENTER,-116.79370267199994,47.69550331600002,2003 KOOTENAI HEALTH WAY,NOT AVAILABLE,COEUR D'ALENE,ID,83814.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,246.0,LEVEL III
ALBANY MEDICAL CENTER,-73.77665745699994,42.653408058000025,43 NEW SCOTLAND AVE,NOT AVAILABLE,ALBANY,NY,12208.0,13.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,716.0,REGIONAL
KAISER SUNNYSIDE MEDICAL CENTER,-122.56046619199995,45.43132035900003,10180 SE SUNNYSIDE ROAD,NOT AVAILABLE,CLACKAMAS,OR,97015.0,24.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,269.0,NOT AVAILABLE
LEGACY MERIDIAN PARK MEDICAL CENTER,-122.74077926399998,45.378432378000056,19300 SW 65TH AVENUE,NOT AVAILABLE,TUALATIN,OR,97062.0,26.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,130.0,NOT AVAILABLE
WILLAPA HARBOR HOSPITAL,-123.81229121899996,46.66282083900006,800 ALDER STREET,NOT AVAILABLE,SOUTH BEND,WA,98586.0,2.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,GRAYS HARBOR COMMUNITY HOSPITAL - WEST,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,26.0,LEVEL V
PROVIDENCE MILWAUKIE HOSPITAL,-122.62756290600001,45.44936637800004,10150 SE 32ND AVENUE,NOT AVAILABLE,MILWAUKIE,OR,97222.0,25.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,63.0,NOT AVAILABLE
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,-122.58710765999994,45.35623379400003,1500 DIVISION STREET,NOT AVAILABLE,OREGON CITY,OR,97045.0,23.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,89.0,NOT AVAILABLE
COLUMBIA MEMORIAL HOSPITAL,-123.81859226399996,46.18800205500002,2111 EXCHANGE STREET,NOT AVAILABLE,ASTORIA,OR,97103.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,242.0,LEVEL IV
PROVIDENCE SEASIDE HOSPITAL,-123.91206866999993,45.989015017000035,725 S WAHANNA ROAD,NOT AVAILABLE,SEASIDE,OR,97138.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,47.0,NOT AVAILABLE
SHOSHONE MEDICAL CENTER,-116.130613096,47.54639826700003,25 JACOB'S GULCH ROAD,NOT AVAILABLE,KELLOGG,ID,83837.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,25.0,NOT AVAILABLE
BUFFALO GENERAL MEDICAL CENTER,-78.86620976099994,42.90086841300007,100 HIGH ST,NOT AVAILABLE,BUFFALO,NY,14203.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,KALEIDA HEALTH ADULT HOSPITAL DBA BUFFALO GENERAL HOSPITAL,NON-PROFIT,-999.0,501.0,NOT AVAILABLE
BENEWAH COMMUNITY HOSPITAL,-116.56757922099995,47.31465952200006,229 SOUTH SEVENTH STREET,NOT AVAILABLE,ST. MARIES,ID,83861.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,19.0,NOT AVAILABLE
CEDAR HILLS HOSPITAL,-122.78308186599995,45.50586971600006,10300 SW EASTRIDGE STREET,NOT AVAILABLE,PORTLAND,OR,97225.0,25.0,PSYCHIATRIC,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,78.0,NOT AVAILABLE
PROVIDENCE ST VINCENT MEDICAL CENTER,-122.77176007899999,45.51067387300002,9205 SW BARNES ROAD,NOT AVAILABLE,PORTLAND,OR,97225.0,25.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,528.0,NOT AVAILABLE
TUALITY COMMUNITY HOSPITAL,-122.97818564599994,45.51948917900005,335 SE 8TH AVENUE,NOT AVAILABLE,HILLSBORO,OR,97123.0,25.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,215.0,NOT AVAILABLE
MID-COLUMBIA MEDICAL CENTER,-121.16451956999998,45.58727158800007,1700 E 19TH STREET,NOT AVAILABLE,THE DALLES,OR,97015.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,49.0,LEVEL III
WALLOWA MEMORIAL HOSPITAL,-117.28446131599995,45.432365256000026,601 MEDICAL PARKWAY,NOT AVAILABLE,ENTERPRISE,OR,97828.0,0.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,57.0,LEVEL IV
GRANDE RONDE HOSPITAL,-118.10607039399996,45.319427191000045,900 SUNSET DRIVE,NOT AVAILABLE,LA GRANDE,OR,97850.0,0.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,LEVEL IV
WEST VALLEY HOSPITAL,-123.310338448,44.91878607000007,525 SE WASHINGTON STREET,NOT AVAILABLE,DALLAS,OR,97338.0,5.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,15.0,LEVEL IV
ADVENTIST MEDICAL CENTER,-122.558434241,45.512710347000045,10123 SE MARKET STREET,NOT AVAILABLE,PORTLAND,OR,97216.0,24.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,217.0,NOT AVAILABLE
LEGACY EMANUEL MEDICAL CENTER,-122.67022181,45.543285881000024,2801 N GANTENBEIN AVENUE,NOT AVAILABLE,PORTLAND,OR,97227.0,25.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,407.0,LEVEL I
LEGACY GOOD SAMARITAN MEDICAL CENTER,-122.69749129399996,45.530259013000034,"1015 NW 22ND AVENUE, W121",NOT AVAILABLE,PORTLAND,OR,97210.0,25.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,248.0,NOT AVAILABLE
LEGACY MOUNT HOOD MEDICAL CENTER,-122.40698912899995,45.51678413100006,24800 SE STARK STREET,NOT AVAILABLE,GRESHAM,OR,97030.0,22.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,111.0,NOT AVAILABLE
LEGACY TRANSPLANT SERVICES,-122.69703443699993,45.53018287100008,1015 NW 22 AVE,NOT AVAILABLE,PORTLAND,OR,97210.0,25.0,SPECIAL,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
OHSU HOSPITAL AND CLINICS,-122.68597116099993,45.49894630600004,3181 SW SAM JACKSON PARK ROAD,NOT AVAILABLE,PORTLAND,OR,97223.0,25.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,522.0,LEVEL I
PROVIDENCE PORTLAND MEDICAL CENTER,-122.61350623599995,45.52753355300007,4805 NE GLISAN STREET,NOT AVAILABLE,PORTLAND,OR,97213.0,25.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,400.0,NOT AVAILABLE
SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,-122.68440909599995,45.50078992700003,3101 SW SAM JACKSON PARK ROAD,NOT AVAILABLE,PORTLAND,OR,97239.0,25.0,CHILDREN,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
ST. JOSEPH REGIONAL MEDICAL CENTER,-117.02436610899996,46.41643973500004,415 SIXTH STREET,NOT AVAILABLE,LEWISTON,ID,83501.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,136.0,LEVEL III/PEDIATRIC
TILLAMOOK COUNTY GENERAL HOSPITAL,-123.85433145899995,45.456610897000076,1000 THIRD STREET,NOT AVAILABLE,TILLAMOOK,OR,97141.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,LEVEL IV
BLUE MOUNTAIN RECOVERY CENTER,-118.82180418099995,45.671372162000075,2600 WESTGATE,NOT AVAILABLE,PENDLETON,OR,97801.0,2.0,PSYCHIATRIC,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - STATE,-999.0,59.0,NOT AVAILABLE
GOOD SHEPHERD MEDICAL CENTER,-119.30851248699993,45.84711898700004,610 NW 11TH STREET,NOT AVAILABLE,HERMISTON,OR,97838.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NOT AVAILABLE,-999.0,425.0,LEVEL III
RIVERSIDE MEDICAL CENTER,-87.88189889099995,41.12508685700002,350 N WALL ST,NOT AVAILABLE,KANKAKEE,IL,60901.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,325.0,LEVEL II
SYRINGA HOSPITAL & CLINICS,-116.12721659099995,45.92706835800005,607 WEST MAIN,NOT AVAILABLE,GRANGEVILLE,ID,83530.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,15.0,NOT AVAILABLE
ST. MARY'S HOSPITAL AND CLINICS,-116.35329953899996,46.05038015500002,701 LEWISTON ST,NOT AVAILABLE,COTTONWOOD,ID,83522.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
BONNER GENERAL HOSPITAL,-116.54940678299994,48.27759579300004,520 NORTH THIRD AVENUE,NOT AVAILABLE,SANDPOINT,ID,83864.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
PROVIDENCE NEWBERG MEDICAL CENTER,-122.93591732799996,45.30834926600004,1001 PROVIDENCE DRIVE,NOT AVAILABLE,NEWBERG,OR,97132.0,22.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,40.0,NOT AVAILABLE
WILLAMETTE VALLEY MEDICAL CENTER,-123.16467276999997,45.19903826100006,2700 SE STRATUS AVE,NOT AVAILABLE,MCMINNVILLE,OR,97128.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,88.0,LEVEL IV
PIONEER MEMORIAL HOSPITAL,-119.54865943799996,45.355899416000064,564 E PIONEER DRIVE,NOT AVAILABLE,HEPPNER,OR,97836.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,21.0,LEVEL IV
SANTIAM MEMORIAL HOSPITAL,-122.784762587,44.80511025300006,1401 N 10TH AVENUE,NOT AVAILABLE,STAYTON,OR,97383.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,40.0,LEVEL IV
SILVERTON HOSPITAL,-122.79007310199995,45.00466591800005,342 FAIRVIEW STREET,NOT AVAILABLE,SILVERTON,OR,97381.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,48.0,LEVEL IV
BLUE MOUNTAIN HOSPITAL,-118.95969148100001,44.41711271500003,170 FORD ROAD,NOT AVAILABLE,JOHN DAY,OR,97845.0,0.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,LEVEL IV
ST. LUKE'S MCCALL,-116.110139303,44.909048129000034,1000 STATE STREET,NOT AVAILABLE,MCCALL,ID,83638.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,15.0,NOT AVAILABLE
CASCADE MEDICAL CENTER,-116.04937908299992,44.51836987700005,402 OLD STATE HIGHWAY 1330,NOT AVAILABLE,CASCADE,ID,83611.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,10.0,NOT AVAILABLE
WEISER MEMORIAL HOSPITAL,-116.96244125699995,44.24872401000004,645 EAST 5TH STREET,NOT AVAILABLE,WEISER,ID,83672.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,19.0,NOT AVAILABLE
STEELE MEMORIAL MEDICAL CENTER,-113.89174697399994,45.173289674000046,203 S. DAISY,NOT AVAILABLE,SALMON,ID,83467.0,0.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,18.0,NOT AVAILABLE
GOOD SAMARITAN REGIONAL MEDICAL CENTER,-123.25262362299995,44.60322265900003,3600 NW SAMARITAN DRIVE,NOT AVAILABLE,CORVALLIS,OR,97330.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,164.0,LEVEL II
SAMARITAN NORTH LINCOLN HOSPITAL,-123.99518108599995,44.98606093600005,3043 NE 28TH STREET,NOT AVAILABLE,LINCOLN CITY,OR,97367.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,LEVEL IV
SAMARITAN PACIFIC COMMUNITIES HOSPITAL,-124.05961145599994,44.62939320000004,930 SW ABBEY STREET,NOT AVAILABLE,NEWPORT,OR,97365.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,LEVEL IV
SAMARITAN LEBANON COMMUNITY HOSPITAL,-122.90696407699993,44.55132695700007,525 N SANTIAM HIGHWAY,NOT AVAILABLE,LEBANON,OR,97355.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,LEVEL IV
ALBANY MEDICAL CENTER - SOUTH CLINICAL CAMPUS,-73.78011464399998,42.64581066700002,25 HACKETT BOULEVARD,MC 201,ALBANY,NY,12204.0,13.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,18.0,NOT AVAILABLE
MERCY HOSPITAL,-78.81197103499993,42.84750143200006,565 ABBOTT RD,NOT AVAILABLE,BUFFALO,NY,14220.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,438.0,NOT AVAILABLE
SISTERS OF CHARITY HOSPITAL,-78.84845864499994,42.92843689200004,2157 MAIN ST,NOT AVAILABLE,BUFFALO,NY,14214.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,290.0,NOT AVAILABLE
MARGARETVILLE MEMORIAL HOSPITAL,-74.64206926799993,42.14665355800002,42084 STATE HIGHWAY 28,NOT AVAILABLE,MARGARETVILLE,NY,12455.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,15.0,NOT AVAILABLE
KENMORE MERCY HOSPITAL,-78.88011777199995,42.97759544500007,2950 ELMWOOD AVE,NOT AVAILABLE,BUFFALO,NY,14217.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,184.0,NOT AVAILABLE
VASSAR BROTHERS MEDICAL CENTER,-73.93578611399995,41.69385893900005,45 READE PL,NOT AVAILABLE,POUGHKEEPSIE,NY,12601.0,9.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,365.0,PROVISIONAL LEVEL II
BERTRAND CHAFFEE HOSPITAL,-78.65856689999998,42.50896398900005,224 E MAIN ST,NOT AVAILABLE,SPRINGVILLE,NY,14141.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,24.0,NOT AVAILABLE
ERIE COUNTY MEDICAL CENTER,-78.83114576799994,42.92507710000006,462 GRIDER ST,NOT AVAILABLE,BUFFALO,NY,14215.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,550.0,I
SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,-78.78240154299995,42.914304360000074,2605 HARLEM RD,NOT AVAILABLE,CHEEKTOWAGA,NY,14225.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,123.0,NOT AVAILABLE
ROSWELL PARK CANCER INSTITUTE,-78.86488694699995,42.89920509700005,666 ELM STR,NOT AVAILABLE,BUFFALO,NY,14263.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,123.0,NOT AVAILABLE
ELIZABETHTOWN COMMUNITY HOSPITAL,-73.59552464599993,44.21537700100004,75 PARK ST,NOT AVAILABLE,ELIZABETHTOWN,NY,12932.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
STONY BROOK UNIVERSITY MEDICAL CENTER,-73.11567822299997,40.90919445500001,101 NICOLLS RD,NOT AVAILABLE,STONY BROOK,NY,11790.0,20.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - STATE,-999.0,603.0,REGIONAL
MOSES LUDINGTON HOSPITAL,-73.43702399299997,43.849525134000025,1019 WICKER ST,NOT AVAILABLE,TICONDEROGA,NY,12883.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,15.0,NOT AVAILABLE
ADIRONDACK MEDICAL CENTER,-74.14313676099994,44.345041036000055,2233 STATE ROUTE 86,NOT AVAILABLE,SARANAC LAKE,NY,12983.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,97.0,NOT AVAILABLE
NATHAN LITTAUER HOSPITAL,-74.33192172699995,43.07158610500006,99 E STATE ST,NOT AVAILABLE,GLOVERSVILLE,NY,12078.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,74.0,NOT AVAILABLE
ALICE HYDE MEDICAL CENTER,-74.29129247699996,44.856735149000016,115 PARK STREET,NOT AVAILABLE,MALONE,NY,12953.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,76.0,NOT AVAILABLE
UNITED MEMORIAL MEDICAL CENTER BANK STREET CAMPUS,-78.18111287799998,42.99865007500006,16 BANK ST,NOT AVAILABLE,BATAVIA,NY,14020.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,20.0,NOT AVAILABLE
SAMARITAN MEDICAL CENTER,-75.914557899,43.96504348200006,830 WASHINGTON ST,NOT AVAILABLE,WATERTOWN,NY,13601.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,294.0,NOT AVAILABLE
LITTLE FALLS HOSPITAL,-74.84749316499993,43.04424003700007,140 BURWELL ST,NOT AVAILABLE,LITTLE FALLS,NY,13365.0,5.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
RIVER HOSPITAL,-75.92050805199995,44.33770876600005,4 FULLER ST,NOT AVAILABLE,ALEXANDRIA BAY,NY,13607.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,15.0,NOT AVAILABLE
LEWIS COUNTY GENERAL HOSPITAL,-75.49911806499998,43.79579020500007,7785 N STATE ST,NOT AVAILABLE,LOWVILLE,NY,13367.0,2.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,31.0,NOT AVAILABLE
