NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,COUNTRY,LATITUDE,LONGITUDE,,,,,,,,,,,,,,,,,,
SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,PSYCHIATRIC,OPEN,USA,29.69058843,-95.40108121,,,,,,,,,,,,,,,,,,
RECOVERY INNOVATIONS - RECOVERY RESPONSE CENTER,17506 RED OAK DRIVE,HOUSTON,TX,77090,PSYCHIATRIC,OPEN,USA,30.02680386,-95.44992884,,,,,,,,,,,,,,,,,,
HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER DRIVE,HOUSTON,TX,77080,PSYCHIATRIC,OPEN,USA,29.82342556,-95.54631033,,,,,,,,,,,,,,,,,,
BEHAVIORAL HOSPITAL OF BELLAIRE,5314 DASHWOOD,HOUSTON,TX,77081,PSYCHIATRIC,OPEN,USA,29.70798221,-95.47341614,,,,,,,,,,,,,,,,,,
WESTBURY COMMUNITY HOSPITAL,6060 RICHMOND AVE,HOUSTON,TX,77057,PSYCHIATRIC,CLOSED,USA,29.73221902,-95.48683064,,,,,,,,,,,,,,,,,,
KERRVILLE STATE HOSPITAL,721 THOMPSON DRIVE,KERRVILLE,TX,78028,PSYCHIATRIC,OPEN,USA,30.04685502,-99.15625399,,,,,,,,,,,,,,,,,,
KINGWOOD PINES HOSPITAL,2001 LADBROOK DRIVE,KINGWOOD,TX,77339,PSYCHIATRIC,OPEN,USA,30.04449762,-95.22998414,,,,,,,,,,,,,,,,,,
DEVEREUX TEXAS TREATMENT NETWORK,1150 DEVEREUX DRIVE,LEAGUE CITY,TX,77573,PSYCHIATRIC,OPEN,USA,29.5068356,-95.10672113,,,,,,,,,,,,,,,,,,
BEHAVIORAL HOSPITAL OF LONGVIEW,22 BERMUDA LANE,LONGVIEW,TX,75605,PSYCHIATRIC,OPEN,USA,32.56443086,-94.76403545,,,,,,,,,,,,,,,,,,
SUNRISE CANYON,1950 ASPEN AVENUE,LUBBOCK,TX,79408,PSYCHIATRIC,OPEN,USA,33.57294164,-101.8075028,,,,,,,,,,,,,,,,,,
ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,2601 DIMMIT ROAD,PLAINVIEW,TX,79072,PSYCHIATRIC,OPEN,USA,34.20654009,-101.7325911,,,,,,,,,,,,,,,,,,
TEXAS HEALTH SEAY BEHAVIORAL HEALTH CENTER PLANO,6110 WEST PARKER ROAD,PLANO,TX,75093,PSYCHIATRIC,OPEN,USA,33.04329279,-96.83509622,,,,,,,,,,,,,,,,,,
RUSK STATE HOSPITAL,805 NORTH DICKINSON DRIVE,RUSK,TX,75785,PSYCHIATRIC,OPEN,USA,31.80838759,-95.15774878,,,,,,,,,,,,,,,,,,
RIVER CREST HOSPITAL,1636 HUNTERS GLEN ROAD,SAN ANGELO,TX,76901,PSYCHIATRIC,OPEN,USA,31.44727436,-100.510233,,,,,,,,,,,,,,,,,,
SAN ANTONIO STATE HOSPITAL,6711 SOUTH NEW BRAUNFELS,SAN ANTONIO,TX,78223,PSYCHIATRIC,OPEN,USA,29.36013837,-98.45815054,,,,,,,,,,,,,,,,,,
LAUREL RIDGE TREATMENT CENTER,17720 CORPORATE WOODS DRIVE,SAN ANTONIO,TX,78259,PSYCHIATRIC,OPEN,USA,29.60323065,-98.43788298,,,,,,,,,,,,,,,,,,
CLARITY CHILD GUIDANCE CENTER,8535 TOM SLICK DRIVE,SAN ANTONIO,TX,78229,PSYCHIATRIC,OPEN,USA,29.52010675,-98.57619951,,,,,,,,,,,,,,,,,,
WILSON N JONES REGIONAL MEDICAL CENTER - BEHAVIORAL HEALTH SERVICES,1111 GALLAGHER ROAD,SHERMAN,TX,75090,PSYCHIATRIC,OPEN,USA,33.67387407,-96.60449109,,,,,,,,,,,,,,,,,,
TERRELL STATE HOSPITAL,1200 EAST BRIN STREET,TERRELL,TX,75160,PSYCHIATRIC,OPEN,USA,32.74075986,-96.26274185,,,,,,,,,,,,,,,,,,
NORTH TEXAS STATE HOSPITAL,4730 COLLEGE DRIVE,VERNON,TX,76384,PSYCHIATRIC,OPEN,USA,34.15535295,-99.32598275,,,,,,,,,,,,,,,,,,
DEPAUL CENTER,301 LONDONDERRY DRIVE,WACO,TX,76702,PSYCHIATRIC,OPEN,USA,31.5110022,-97.19839717,,,,,,,,,,,,,,,,,,
RED RIVER HOSPITAL,1505 8TH STREET,WICHITA FALLS,TX,76301,PSYCHIATRIC,OPEN,USA,33.90630725,-98.50134063,,,,,,,,,,,,,,,,,,
GREEN OAKS HOSPITAL,7808 CLODUS FIELDS DRIVE,DALLAS,TX,75251,PSYCHIATRIC,OPEN,USA,32.91280443,-96.77126529,,,,,,,,,,,,,,,,,,
TIMBERLAWN MENTAL HEALTH SYSTEM,4600 SAMUELL BOULEVARD,DALLAS,TX,75228,PSYCHIATRIC,OPEN,USA,32.79183535,-96.71651281,,,,,,,,,,,,,,,,,,
AUSTIN OAKS HOSPITAL,1407 WEST STASSNEY LANE,AUSTIN,TX,78745,PSYCHIATRIC,OPEN,USA,30.21159597,-97.79237579,,,,,,,,,,,,,,,,,,
CARROLLTON SPRINGS,2225 PARKER ROAD,CARROLLTON,TX,75010,PSYCHIATRIC,OPEN,USA,33.04591729,-96.86860721,,,,,,,,,,,,,,,,,,
DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,800 KIRNWOOD DRIVE,DE SOTO,TX,75115,PSYCHIATRIC,OPEN,USA,32.6424243,-96.87476008,,,,,,,,,,,,,,,,,,
OCEANS BEHAVIORAL HEALTHCARE OF LONGVIEW,615 CLINIC DRIVE,LONGVIEW,TX,75605,PSYCHIATRIC,OPEN,USA,32.53733451,-94.73455975,,,,,,,,,,,,,,,,,,
LONE STAR BEHAVIORAL HEALTH CYPRESS,16303 GRANT ROAD,CYPRESS,TX,77429,PSYCHIATRIC,OPEN,USA,30.02427992,-95.66277086,,,,,,,,,,,,,,,,,,
OCEANS BEHAVIORAL HOSPITAL OF ABILENE,6401 DIRECTORS PARKWAY,ABILENE,TX,79606,PSYCHIATRIC,OPEN,USA,32.37121771,-99.74439303,,,,,,,,,,,,,,,,,,
MONTGOMERY COUNTY MENTAL HEALTH TREATMENT FACILITY,700 HILBIG ROAD,CONROE,TX,77301,PSYCHIATRIC,OPEN,USA,30.33578279,-95.44511056,,,,,,,,,,,,,,,,,,
OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN,3300 SOUTH FM 1788,MIDLAND,TX,79706,PSYCHIATRIC,OPEN,USA,31.92287504,-102.2221648,,,,,,,,,,,,,,,,,,
MESA SPRINGS,5560 MESA SPRINGS DRIVE,FORT WORTH,TX,76123,PSYCHIATRIC,OPEN,USA,32.6398134,-97.41289763,,,,,,,,,,,,,,,,,,
OCEANS BEHAVIORAL HOSPITAL OF LUFKIN,302 GLOBBERS KNOB ROAD,LUFKIN,TX,75902,PSYCHIATRIC,OPEN,USA,31.30707384,-94.74573876,,,,,,,,,,,,,,,,,,
SUNDANCE HOSPITAL,7000 US HIGHWAY 287,ARLINGTON,TX,76001,PSYCHIATRIC,OPEN,USA,32.62799796,-97.17785112,,,,,,,,,,,,,,,,,,
TEXAS HEALTH SPRINGWOOD HOSPITAL HURST-EULESS-BEDFORD,2717 TIBBETS DRIVE,BEDFORD,TX,76022,PSYCHIATRIC,OPEN,USA,32.83458837,-97.12246905,,,,,,,,,,,,,,,,,,
THE MENNINGER CLINIC,12301 SOUTH MAIN STREET,HOUSTON,TX,77035,PSYCHIATRIC,OPEN,USA,29.64637014,-95.45758019,,,,,,,,,,,,,,,,,,
HOPEBRIDGE HOSPITAL,5556 GASMER,HOUSTON,TX,77035,PSYCHIATRIC,OPEN,USA,29.65173635,-95.4777382,,,,,,,,,,,,,,,,,,
METROPLEX PAVILION,2407 SOUTH CLEAR CREEK ROAD,KILLEN,TX,76549,PSYCHIATRIC,OPEN,USA,31.11166531,-97.80274157,,,,,,,,,,,,,,,,,,
NIX BEHAVIORAL HEALTH CENTER,1975 BABCOCK RD,SAN ANTONIO,TX,78229,PSYCHIATRIC,OPEN,USA,29.49964983,-98.57672949,,,,,,,,,,,,,,,,,,
NIX SPECIALTY HEALTH CENTER,4330 VANCE JACKSON,SAN ANTONIO,TX,78216,PSYCHIATRIC,OPEN,USA,29.51519837,-98.53269609,,,,,,,,,,,,,,,,,,
"SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",8550 HUEBNER ROAD,SAN ANTONIO,TX,78222,PSYCHIATRIC,OPEN,USA,29.51629527,-98.60500128,,,,,,,,,,,,,,,,,,
ROCK PRAIRIE BEHAVIORAL HEALTH,3550 NORMAND DRIVE,COLLEGE STATION,TX,77842,PSYCHIATRIC,OPEN,USA,30.58055046,-96.29257915,,,,,,,,,,,,,,,,,,
PALMS BEHAVIORAL HEALTH,613 VICTORIA LANE,HARLINGEN,TX,78550,PSYCHIATRIC,OPEN,USA,26.16357422,-97.67216229,,,,,,,,,,,,,,,,,,
MEDICAL CENTER OF MCKINNEY - WYSONG CAMPUS,130 SOUTH CENTRAL EXPRESSWAY,MCKINNEY,TX,75070,PSYCHIATRIC,OPEN,USA,33.19729748,-96.64053232,,,,,,,,,,,,,,,,,,
EATING RECOVERY CENTER,4708 ALLIANCE BOULEVARD,PLANO,TX,75093,PSYCHIATRIC,OPEN,USA,33.01352063,-96.79205068,,,,,,,,,,,,,,,,,,
HAVEN BEHAVIORAL HOSPITAL OF FRISCO,5680 FRISCO SQUARE BOULEVARD,FRISCO,TX,75034,PSYCHIATRIC,OPEN,USA,33.15113861,-96.83785811,,,,,,,,,,,,,,,,,,
OCEANS BEHAVIORAL HOSPITAL OF PLANO,4301 MAPLESHADE LANE,PLANO,TX,75093,PSYCHIATRIC,OPEN,USA,33.00580642,-96.776953,,,,,,,,,,,,,,,,,,
GARLAND BEHAVIORAL HOSPITAL,2300 MARIE CURIVE BLVD,GARLAND,TX,75042,PSYCHIATRIC,OPEN,USA,32.91977573,-96.66210319,,,,,,,,,,,,,,,,,,
SUNDANCE HOSPITAL DALLAS,2696 W WALNUT ST,GARLAND,TX,75042,PSYCHIATRIC,OPEN,USA,32.91329646,-96.67016005,,,,,,,,,,,,,,,,,,
WESTPARK SPRINGS,6902 S PEEK ROAD,RICHMOND,TX,77407,PSYCHIATRIC,OPEN,USA,29.69434022,-95.76104056,,,,,,,,,,,,,,,,,,
TMC BEHAVIORAL HEALTH CENTER,2601 CORNERSTONE DRIVE,SHERMAN,TX,75090,PSYCHIATRIC,OPEN,USA,33.66354355,-96.61335928,,,,,,,,,,,,,,,,,,
OCEANS BEHAVIORAL HOSPITAL OF KATY,455 PARK GROVE LANE,KATY,TX,77450,PSYCHIATRIC,OPEN,USA,29.7779641,-95.74854047,,,,,,,,,,,,,,,,,,
OCEANS BEHAVIORAL HOSPITAL OF SAN MARCOS,1106 N IH 35,SAN MARCOS,TX,78666,PSYCHIATRIC,OPEN,USA,29.8840848,-97.91806068,,,,,,,,,,,,,,,,,,
BEHAVIORAL MEDICINE AT RENAISSANCE,5510 RAPHAEL DRIVE,EDINBURG,TX,78539,PSYCHIATRIC,OPEN,USA,26.25310267,-98.20115591,,,,,,,,,,,,,,,,,,
SOUTH TEXAS BEHAVIORAL HEALTH CENTER,2102 WEST TRENTON ROAD,EDINBURG,TX,78503,PSYCHIATRIC,OPEN,USA,26.26204925,-98.1903686,,,,,,,,,,,,,,,,,,
BAPTIST HOSPITALS OF SOUTHEAST TEXAS FANNIN BEHAVIORAL CENTER,3250 FANNIN,BEAUMONT,TX,77701,PSYCHIATRIC,OPEN,USA,30.07290488,-94.12295454,,,,,,,,,,,,,,,,,,
THE PAVILIION,7201 EVANS,AMARILLO,TX,79106,PSYCHIATRIC,OPEN,USA,35.20065636,-101.9185355,,,,,,,,,,,,,,,,,,
EAST TEXAS MEDICAL CENTER BEHAVIORAL HEALTH CENTER,4101 UNIVERSITY BOULEVARD,TYLER,TX,75701,PSYCHIATRIC,OPEN,USA,32.31119781,-95.2487673,,,,,,,,,,,,,,,,,,
JPS HEALTH NETWORK - TRINITY SPRINGS NORTH,1000 ST LOUIS AVENUE,FORTH WORTH,TX,76104,PSYCHIATRIC,OPEN,USA,32.73393445,-97.32864083,,,,,,,,,,,,,,,,,,
OCEANS BEHAVIORAL HOSPITAL OF FORTH WORTH,6200 OVERTON RIDGE BLVD,FORT WORTH,TX,76132,PSYCHIATRIC,OPEN,USA,32.68022009,-97.41917002,,,,,,,,,,,,,,,,,,
CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,PSYCHIATRIC,OPEN,USA,30.338202,-97.67722948,,,,,,,,,,,,,,,,,,
TEXAS NEUROREHAB CENTER BEHAVIORAL,1106 WEST DITTMAR ROAD,AUSTIN,TX,78745,PSYCHIATRIC,OPEN,USA,30.18944156,-97.80627944,,,,,,,,,,,,,,,,,,
GEORGETOWN BEHAVIORAL HEALTH INSTITUE,3101 S AUSTIN AVE,GEORGETOWN,TX,78626,PSYCHIATRIC,OPEN,USA,30.61490177,-97.68063183,,,,,,,,,,,,,,,,,,
ROCK SPRINGS,700 SOUTHEAST INNER LOOP,GEORGETOWN,TX,78626,PSYCHIATRIC,OPEN,USA,30.60604065,-97.67346489,,,,,,,,,,,,,,,,,,
NORTH TEXAS STATE HOSPITAL WICHITA FALLS CAMPUS,6515 KEMP BOULEVARD,WICHITA FALLS,TX,76308,PSYCHIATRIC,OPEN,USA,33.84582428,-98.52418343,,,,,,,,,,,,,,,,,,
CASA AMISTAD,1500 PAPPAS,LAREDO,TX,78041,PSYCHIATRIC,OPEN,USA,27.53697464,-99.47690542,,,,,,,,,,,,,,,,,,
KULA HOSPITAL,100 KEOKEA PLACE,KULA,HI,96790,GENERAL ACUTE CARE,OPEN,USA,20.70140265,-156.3574296,,,,,,,,,,,,,,,,,,
LANAI COMMUNITY HOSPITAL,628 7TH ST,LANAI CITY,HI,96763,SPECIAL,OPEN,USA,20.82614245,-156.9178958,,,,,,,,,,,,,,,,,,
LEAHI HOSPITAL,3675 KILAUEA AVENUE,HONOLULU,HI,96816,SPECIAL,OPEN,USA,21.27325508,-157.8014934,,,,,,,,,,,,,,,,,,
MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI ST,WAILUKU,HI,96793,GENERAL ACUTE CARE,OPEN,USA,20.88451359,-156.489331,,,,,,,,,,,,,,,,,,
MOLOKAI GENERAL HOSPITAL,280 HOME OLU PL,KAUNAKAKAI,HI,96748,GENERAL ACUTE CARE,OPEN,USA,21.09410802,-157.0172527,,,,,,,,,,,,,,,,,,
KAPIOLANI MEDICAL CENTER,1319 PUNAHOU ST,HONOLULU,HI,96826,CHILDREN,OPEN,USA,21.3003561,-157.8337365,,,,,,,,,,,,,,,,,,
NORTH HAWAII COMMUNITY HOSPITAL,67-1125 MAMALAHOA HWY,KAMUELA,HI,96743,GENERAL ACUTE CARE,OPEN,USA,20.0223089,-155.6644209,,,,,,,,,,,,,,,,,,
PALI MOMI MEDICAL CENTER,98-1079  MOANALUA RD,AIEA,HI,96701,GENERAL ACUTE CARE,OPEN,USA,21.38347864,-157.9386956,,,,,,,,,,,,,,,,,,
QUEEN'S MEDICAL CENTER WEST,91-2141  FORT WEAVER RD,EWA BEACH,HI,96706,GENERAL ACUTE CARE,OPEN,USA,21.37234105,-158.0268153,,,,,,,,,,,,,,,,,,
QUEENS MEDICAL CENTER,1301 PUNCHBOWL STREET,HONOLULU,HI,96813,GENERAL ACUTE CARE,OPEN,USA,21.3080396,-157.8536385,,,,,,,,,,,,,,,,,,
REHABILITATION HOSPITAL OF THE PACIFIC,226 NO KUAKINI ST,HONOLULU,HI,96817,REHABILITATION,OPEN,USA,21.32141338,-157.8544936,,,,,,,,,,,,,,,,,,
SAMUEL MAHELONA  MEMORIAL HOSPITAL,4800 KAWAIHAU RD,KAPAA,HI,96746,GENERAL ACUTE CARE,OPEN,USA,22.08782195,-159.3128754,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF ABILENE,6401 DIRECTORS PARKWAY,ABILENE,TX,79606,REHABILITATION,OPEN,USA,32.37142823,-99.74384655,,,,,,,,,,,,,,,,,,
PAM REHABILITATION HOSPITAL OF ALLEN,1001 RAINTREE CIRCLE,ALLEN,TX,75013,REHABILITATION,OPEN,USA,33.11307427,-96.6764303,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF ARLINGTON,3200 MATLOCK ROAD,ARLINGTON,TX,76015,REHABILITATION,OPEN,USA,32.69377148,-97.11825624,,,,,,,,,,,,,,,,,,
ST. DAVID'S REHABILITATION CENTER,1005 EAST 32ND STREET,AUSTIN,TX,78705,REHABILITATION,OPEN,USA,30.28968932,-97.72498576,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,1215 RED RIVER,AUSTIN,TX,78701,REHABILITATION,CLOSED,USA,30.2731284,-97.73411294,,,,,,,,,,,,,,,,,,
PAM REHABILITATION HOSPITAL OF BEAUMONT,3340 PLAZA 10 BOULEVARD,BEAUMONT,TX,77707,REHABILITATION,OPEN,USA,30.07741791,-94.13788905,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF THE MID-CITIES,2304 STATE HIGHWAY 121,BEDFORD,TX,76021,REHABILITATION,OPEN,USA,32.84533965,-97.1132574,,,,,,,,,,,,,,,,,,
KATE DISHMAN REHABILITATION HOSPITAL,2830 CALDER STREET,BEAUMONT,TX,77702,REHABILITATION,OPEN,USA,30.08690903,-94.13221625,,,,,,,,,,,,,,,,,,
VIBRA REHABILITATION HOSPITAL OF AMARILLO,7200 WEST 9TH STREET,AMARILLO,TX,79106,REHABILITATION,OPEN,USA,35.20670495,-101.920865,,,,,,,,,,,,,,,,,,
SOUTH TEXAS REHABILITATION HOSPITAL,425 EAST ALTON GLOOR BOULEVARD,BROWNSVILLE,TX,78526,REHABILITATION,OPEN,USA,25.98064316,-97.51056022,,,,,,,,,,,,,,,,,,
CHI ST JOSEPH REHAB HOSPITAL,1600 JOSEPH DRIVE,BRYAN,TX,77802,REHABILITATION,OPEN,USA,30.65993299,-96.3507145,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL THE WOODLANDS,18550 INTERSTATE HIGHWAY 45 SOUTH,CONROE,TX,77304,REHABILITATION,OPEN,USA,30.18560374,-95.45446695,,,,,,,,,,,,,,,,,,
METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD,DALLAS,TX,75237,REHABILITATION,OPEN,USA,32.64633778,-96.87102402,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF DALLAS,7930 NORTHAVEN,DALLAS,TX,75230,REHABILITATION,OPEN,USA,32.90107033,-96.77052204,,,,,,,,,,,,,,,,,,
SELECT REHABILITATION HOSPITAL OF DENTON,2620 SCRIPTURE STREET,DENTON,TX,76201,REHABILITATION,OPEN,USA,33.21994092,-97.16784483,,,,,,,,,,,,,,,,,,
HIGHLANDS REGIONAL REHABILITATION HOSPITAL,1395 GEORGE DIETER DRIVE,EL PASO,TX,79936,REHABILITATION,OPEN,USA,31.73216973,-106.3030273,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF FORTH WORTH,1212 WEST LANCASTER,FORT WORTH,TX,76102,REHABILITATION,OPEN,USA,32.747384,-97.3395734,,,,,,,,,,,,,,,,,,
HEALTHSOUTH CITY VIEW REHABILITATION HOSPITAL,6701 OAKMONT BOULEVARD,FORT WORTH,TX,76132,REHABILITATION,OPEN,USA,32.6620118,-97.41279008,,,,,,,,,,,,,,,,,,
TIRR MEMORIAL HERMANN,1333 MOURSUND STREET,HOUSTON,TX,77030,REHABILITATION,OPEN,USA,29.7093368,-95.39403896,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF HUMBLE,19002 MCKAY DRIVE,HUMBLE,TX,77338,REHABILITATION,OPEN,USA,29.99373522,-95.2773293,,,,,,,,,,,,,,,,,,
MEMORIAL HERMANN REHABILITATION HOSPITAL KATY,21720 KINGSLAND BOULEVARD,KATY,TX,77450,REHABILITATION,OPEN,USA,29.77576548,-95.74579933,,,,,,,,,,,,,,,,,,
TRUSTPOINT REHABILITATION HOSPITAL OF LUBBOCK,4302 PRINCETON STREET,LUBBOCK,TX,79415,REHABILITATION,OPEN,USA,33.61709402,-101.903157,,,,,,,,,,,,,,,,,,
MESQUITE REHABILITATION HOSPITAL,1023 NORTH BELT LINE ROAD,MESQUITE,TX,75149,REHABILITATION,OPEN,USA,32.7784212,-96.59849193,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF MIDLAND/ODESSA,1800 HERITAGE BOULEVARD,MIDLAND,TX,79707,REHABILITATION,OPEN,USA,31.99956331,-102.1559482,,,,,,,,,,,,,,,,,,
PALESTINE REGIONAL REHABILITATION AND PSYCHIATRIC CAMPUS,2900 TEXAS 256 LOOP,PALESTINE,TX,75802,REHABILITATION,OPEN,USA,31.7384786,-95.64436996,,,,,,,,,,,,,,,,,,
HEALTHSOUTH PLANO REHABILITATION HOSPITAL,2800 WEST 15TH STREET,PLANO,TX,75075,REHABILITATION,OPEN,USA,33.01842055,-96.74824313,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL RICHARDSON,3351 WATERVIEW PARKWAY,RICHARDSON,TX,75080,REHABILITATION,OPEN,USA,32.99798275,-96.75493758,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF ROUND ROCK,1400 HESTER'S CROSSING,ROUND ROCK,TX,78681,REHABILITATION,OPEN,USA,30.4835233,-97.69343509,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION INSTITUTE OF SAN ANTONIO,9119 CINNAMON HILL,SAN ANTONIO,TX,78240,REHABILITATION,OPEN,USA,29.52726915,-98.58412986,,,,,,,,,,,,,,,,,,
WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONIO,5101 MEDICAL DRIVE,SAN ANTONIO,TX,78229,REHABILITATION,OPEN,USA,29.51390899,-98.58695815,,,,,,,,,,,,,,,,,,
SELECT REHABILITATION HOSPITAL OF SAN ANTONIO,19126 STONEHUE,SAN ANTONIO,TX,78258,REHABILITATION,OPEN,USA,29.62823132,-98.4923585,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL VISION PARK,117 VISION PARK BOULEVARD,SHENANDOAH,TX,77384,REHABILITATION,OPEN,USA,30.18993839,-95.45850831,,,,,,,,,,,,,,,,,,
CARRUS REHABILITATION HOSPITAL,1810 WEST HIGHWAY 82,SHERMAN,TX,75092,REHABILITATION,OPEN,USA,33.66970891,-96.63515951,,,,,,,,,,,,,,,,,,
HEALTHSOUTH SUGAR LAND REHABILITATION HOSPITAL,1325 HIGHWAY 6,SUGAR LAND,TX,77478,REHABILITATION,OPEN,USA,29.60439957,-95.63326382,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF TEXARKANA,515 WEST 12TH STREET,TEXARKANA,TX,75501,REHABILITATION,OPEN,USA,33.43007747,-94.04822781,,,,,,,,,,,,,,,,,,
CHRISTUS ST. MICHAEL REHABILITATION HOSPITAL,2400 ST MICHAEL DRIVE,TEXARKANA,TX,75504,REHABILITATION,OPEN,USA,33.46503055,-94.07072522,,,,,,,,,,,,,,,,,,
CHRISTUS TRINITY MOTHER FRANCES REHABILITATION HOSPITAL,3131 TROUP HIGHWAY,TYLER,TX,75701,REHABILITATION,OPEN,USA,32.31487664,-95.2777701,,,,,,,,,,,,,,,,,,
EAST TEXAS MEDICAL CENTER REHABILITATION HOSPITAL,701 OLYMPIC PLAZA CIRCLE,TYLER,TX,75701,REHABILITATION,OPEN,USA,32.33688776,-95.291956,,,,,,,,,,,,,,,,,,
KINDRED REHABILITATION HOSPITAL CLEAR LAKE,655 EAST MEDICAL CENTER BOULEVARD,WEBSTER,TX,77598,REHABILITATION,OPEN,USA,29.54759011,-95.11754744,,,,,,,,,,,,,,,,,,
WESLACO REHABILITATION HOSPITAL,906 SOUTH JAMES STREET,WESLACO,TX,78596,REHABILITATION,OPEN,USA,26.1510039,-97.97707053,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF WICHITA FALLS,3901 ARMORY ROAD,WICHITA FALLS,TX,76302,REHABILITATION,OPEN,USA,33.87387587,-98.48467593,,,,,,,,,,,,,,,,,,
BAYLOR INSTITUTE FOR REHABILITATION,909 N. WASHINGTON AVENUE,DALLAS,TX,75246,REHABILITATION,OPEN,USA,32.79157855,-96.78043674,,,,,,,,,,,,,,,,,,
BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,6601 HARRIS PARKWAY,FORT WORTH,TX,76132,REHABILITATION,OPEN,USA,32.65421034,-97.41803838,,,,,,,,,,,,,,,,,,
BAYLOR INSTITUTE FOR REHABILITATION AT FRISCO,2990 LEGACY DRIVE,FRISCO,TX,75034,REHABILITATION,OPEN,USA,33.10295419,-96.84038653,,,,,,,,,,,,,,,,,,
ICARE REHABILTATION HOSPITAL,3100 PETERS COLONY ROAD,FLOWER MOUND,TX,75022,REHABILITATION,OPEN,USA,33.03536409,-97.07726192,,,,,,,,,,,,,,,,,,
CORPUS CHRISTI REHABILITATION HOSPITAL,5726 ESPLANADE DRVIE,CORPUS CHRISTI,TX,78414,REHABILITATION,OPEN,USA,27.68844884,-97.37805548,,,,,,,,,,,,,,,,,,
ACCEL REHABILITATION HOSPITAL OF PLANO,2301 MARSH LANE,PLANO,TX,75093,REHABILITATION,OPEN,USA,33.03139595,-96.85435167,,,,,,,,,,,,,,,,,,
BAYLOR INSTITUTE FOR REHABILITATION AT NORTHWEST DALLAS,1340 EMPIRE CENTRAL DRIVE,DALLAS,TX,75247,REHABILITATION,CLOSED,USA,32.82601681,-96.86986391,,,,,,,,,,,,,,,,,,
KINDRED REHABILITATION HOSPITAL ARLINGTON,2601 WEST RANDOL MILL ROAD,ARLINGTON,TX,76012,REHABILITATION,OPEN,USA,32.75605272,-97.14422496,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF CYPRESS,13031 WORTHAM CENTER DRIVE,HOUSTON,TX,77065,REHABILITATION,OPEN,USA,29.92033796,-95.61340961,,,,,,,,,,,,,,,,,,
KINDRED REHABILITATION HOSPITAL NORTHEAST HOUSTON,18839 MCKAY BOULEVARD,HUMBLE,TX,77338,REHABILITATION,OPEN,USA,29.98635972,-95.27897621,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,330 WEST BEN WHITE,AUSTIN,TX,78704,REHABILITATION,OPEN,USA,30.22571366,-97.76632301,,,,,,,,,,,,,,,,,,
NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL,2041 SUNDANCE PARKWAY,NEW BRAUNFELS,TX,78130,REHABILITATION,OPEN,USA,29.73513973,-98.0951514,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL THE VINTAGE,20180 CHASEWOOD PARK DRIVE,HOUSTON,TX,77070,REHABILITATION,OPEN,USA,29.99017655,-95.57110864,,,,,,,,,,,,,,,,,,
TEXAS REHABILITATION HOSPITAL OF FORT WORTH,425 ALABAMA AVENUE,FORT WORTH,TX,76104,REHABILITATION,OPEN,USA,32.74074231,-97.34137684,,,,,,,,,,,,,,,,,,
